s,w,prezzo,metri.quadrati,numero.bagni,ascensore,numero.stanze,altre.caratteristiche,numero.totale.piani.edificio,parcheggio,disponibile,spese.condominiali,anno.di. Costruzione,condizioni,zona,piano,riscaldamento.centralizzato,classe.di.efficienza.energetica
2,1,259000,70,1,sì,2,fibra ottica | videocitofono | porta di sicurezza | esposizione interna | guardaroba | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / pvc,6,no,disponibile,150,1960,buone condizioni /vivibile,niguarda,2,centralizzato,d
2,1,833000,98,1,sì,2,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | esposizione esterna | terrazza | sistema televisivo centralizzato | cantina | window frames in triple glass / legno,7,1 in garage/box,disponibile,nessun costo condominiale,2024,nuovo / in costruzione,solari,soppalco,indipendente,a
2,1,229000,60,1,sì,2,fibra ottica | porta di sicurezza | esposizione interna | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | giardino condiviso | infissi in vetro/ legno,9,no,disponibile dal 01/06/2024,184,1963,buone condizioni /vivibile,cantalupa - san paolo,3,centralizzato,g
2,1,980000,201,3,sì,5,cancello elettrico | videocitofono | porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina |infissi esterni in doppio vetro / legno | doppia esposizione,7,no,disponibile,550,1960,eccellente / restaurato,citt√† studi,4,centralizzato,g
2,1,580000,105,2,sì,3,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,8,no,NA,350,1968,eccellente / restaurato,vigentino - fatima,7,centralizzato,e
2,1,270000,38,1,sì,1,esposizione esterna | guardaroba | arredato,4,no,NA,NA,1900,buone condizioni /vivibile,ticinese,2,indipendente,f
2,1,420000,90,1,sì,3,cancello elettrico | fibra ottica | porta di sicurezza | terrazza | sistema televisivo centralizzato | cantina | giardino condiviso | infissi in vetro/ legno | doppia esposizione,3,1 in parcheggio condiviso,disponibile,NA,1960,da restaurare,san siro,3,centralizzato,g
2,1,2024000,280,3,sì,5,porta di sicurezza | terrazza |portinaio tutto il giorno | cantina,8,no,disponibile,nessun costo condominiale,NA,nuovo / in costruzione,monte rosa - lotto,8,centralizzato,g
2,1,860000,80,2,sì,2,NA,4,no,disponibile,200,1900,eccellente / restaurato,moscova,4,indipendente,g
2,1,670000,60,1,sì,2,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza |portinaio tutto il giorno | sistema televisivo centralizzato |giardino privato |infissi esterni in doppio vetro / legno | doppia esposizione,4,no,disponibile,NA,2019,eccellente / restaurato,sempione,piano terra,indipendente,a
2,1,289000,65,1,sì,2,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione interna | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato |arredato|infissi esterni in doppio vetro / pvc,6,no,disponibile,150,1930,eccellente / restaurato,pezzotti - meda,5,centralizzato,g
2,1,579000,120,2,sì,4,fibra ottica | sistema d'allarme | porta di sicurezza | guardaroba | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | cantina | infissi in vetro/ metallo | doppia esposizione,4,no,NA,350,1935,eccellente / restaurato,piave - tricolore,4,centralizzato,e
2,1,1200000,107,2,sì,3,fibra ottica | porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato |infissi esterni in doppio vetro / pvc | doppia esposizione,6,no,disponibile,340,1940,da restaurare,arco della pace,1,centralizzato,g
2,1,1150000,225,3,sì,5+,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | esposizione esterna | guardaroba | terrazza | terrazza | sistema televisivo centralizzato | parzialmente arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc,4,2 in garage/box,disponibile,500,2005,buone condizioni /vivibile,affori,4,indipendente,c
2,1,209000,35,1,sì,1,fibra ottica | esposizione interna | terrazza |portinaio mezza giornata |arredato|infissi esterni in doppio vetro / pvc,3,no,disponibile,120,1960,buone condizioni /vivibile,pasteur,1,centralizzato,f
2,1,150000,25,1,no,1,caminetto | porta di sicurezza | sistema televisivo centralizzato |arredato| cantina | infissi in vetro/ pvc,4,no,disponibile,NA,1930,da restaurare,cenisio,3,NA,f
2,1,530000,110,3,sì,4,idromassaggio| attico | porta di sicurezza | terrazza |portinaio tutto il giorno | impianto televisivo unico | cantina |infissi esterni in doppio vetro / pvc | doppia esposizione,4,1 in garage/box,NA,140,1921,eccellente / restaurato,indipendenza,4,indipendente,f
2,1,298000,70,1,no,3,cancello elettrico | porta di sicurezza | terrazza | sistema televisivo centralizzato |arredato|infissi esterni in doppio vetro / pvc | doppia esposizione,4,no,disponibile,100,1930,eccellente / restaurato,parco trotter,3,centralizzato,e
2,1,530000,68,1,sì,2,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | guardaroba |portinaio tutto il giorno | sistema televisivo centralizzato |arredato| giardino condiviso | infissi in vetro/ legno | doppia esposizione,5,no,disponibile,NA,1900,eccellente / restaurato,piave - tricolore,2,indipendente,f
2,1,295000,74,2,sì,2,fibra ottica |portinaio mezza giornata | impianto televisivo unico,7,no,disponibile,nessun costo condominiale,NA,eccellente / restaurato,certosa,piano terra,indipendente,NA
2,1,335000,47,1,sì,2,fibra ottica | videocitofono | porta di sicurezza |portinaio mezza giornata | sistema televisivo centralizzato |arredato| cantina |infissi esterni in doppio vetro / pvc | doppia esposizione,4,no,disponibile,48,1900,eccellente / restaurato,farini,3,indipendente,f
2,1,379000,107,1,sì,4,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | guardaroba | terrazza | sistema televisivo centralizzato | cantina | infissi in vetro/ metallo | doppia esposizione,8,1 in garage/box,disponibile,233,1970,da restaurare,corvetto,1,centralizzato,f
2,1,358000,36,1,sì,1,fibra ottica | videocitofono | porta di sicurezza | esposizione esterna |portinaio tutto il giorno | sistema televisivo centralizzato |infissi esterni in doppio vetro / pvc,5,no,disponibile,100,1940,eccellente / restaurato,guastalla,3,centralizzato,NA
2,1,345000,77,1,no,3,terrazza |arredato| giardino condiviso,5,no,NA,125,1930,buone condizioni /vivibile,casoretto,1,indipendente,g
2,1,1545000,206,3,sì,5,videocitofono | guardaroba | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso | doppia esposizione,6,no,disponibile,850,1972,da restaurare,ticinese,1,centralizzato,g
2,1,550000,96,1,sì,3,cancello elettrico | fibra ottica | porta di sicurezza | guardaroba | terrazza |portinaio tutto il giorno | impianto tv con parabola satellitare | parzialmente arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,6,no,NA,230,1970,buone condizioni /vivibile,paolo sarpi,1,centralizzato,e
2,1,208000,42,1,sì,1,videocitofono | esposizione esterna | terrazza |portinaio tutto il giorno | impianto televisivo unico | cantina | infissi in vetro/ legno,6,no,disponibile,125,1970,buone condizioni /vivibile,cascina dei pomi,2,centralizzato,f
2,1,375000,50,1,sì,2,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | esposizione esterna | guardaroba | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato |infissi esterni in doppio vetro / pvc,8,no,disponibile,110,1960,nuovo / in costruzione,citt√† studi,4,centralizzato,d
2,1,305000,70,1,no,3,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | guardaroba | sistema televisivo centralizzato |arredato|infissi esterni in doppio vetro / pvc | doppia esposizione,5,no,disponibile,50,1960,eccellente / restaurato,pezzotti - meda,4,indipendente,g
2,1,1500000,177,2,sì,4,cancello elettrico | porta di sicurezza | guardaroba | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | parzialmente arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,4,1 in garage/box,disponibile,590,1970,buone condizioni /vivibile,arco della pace,2,centralizzato,f
2,1,398000,50,1,sì,2,fibra ottica | videocitofono | porta di sicurezza | esposizione interna | sistema televisivo centralizzato | window frames in triple glass / pvc,3,no,disponibile,100,1913,nuovo / in costruzione,citt√† studi,2,indipendente,c
2,1,395000,106,1,sì,3,cancello elettrico | fibra ottica | porta di sicurezza | esposizione interna | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato |arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc,8,1 in garage/box,disponibile,250,1969,buone condizioni /vivibile,udine,4,centralizzato,g
2,1,365000,80,1,sì,3,porta di sicurezza | terrazza | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,7,no,NA,183,1960,eccellente / restaurato,quartiere feltre,1,centralizzato,g
2,1,289000,85,1,sì,3,cancello elettrico | videocitofono | porta di sicurezza | terrazza | terrazza |portinaio tutto il giorno | cantina |infissi esterni in doppio vetro / metallo,8,no,disponibile,142,2010,eccellente / restaurato,quartiere adriano,2,centralizzato,b
2,1,450000,56,1,sì,2,cancello elettrico | porta di sicurezza | terrazza |portinaio mezza giornata | sistema televisivo centralizzato |infissi esterni in doppio vetro / pvc | doppia esposizione,6,no,disponibile,100,1900,eccellente / restaurato,porta venezia,1,centralizzato,d
2,1,335000,45,1,sì,2,idromassaggio| caminetto | fibra ottica | videocitofono | porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina |infissi esterni in doppio vetro / legno | doppia esposizione,4,no,disponibile,90,1930,buone condizioni /vivibile,sempione,2,indipendente,e
2,1,180000,50,1,sì,1,fibra ottica | porta di sicurezza | esposizione interna | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | parzialmente arredato| cantina | giardino condiviso | infissi in vetro/ legno,6,no,disponibile,NA,1950,buone condizioni /vivibile,cermenate - abbiategrasso,1,centralizzato,NA
2,1,955348,140,2,sì,4,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | esposizione interna | terrazza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | parzialmente arredato| cantina | giardino condiviso | window frames in triple glass / metallo,7,no,disponibile,350,2026,nuovo / in costruzione,corvetto,5,centralizzato,a
2,1,128000,75,1,sì,2,fibra ottica | videocitofono | porta di sicurezza | esposizione esterna | sistema televisivo centralizzato |arredato| giardino condiviso |infissi esterni in doppio vetro / metallo,6,1 in parcheggio condiviso,disponibile,NA,1970,buone condizioni /vivibile,bruzzano,seminterrato,indipendente,f
2,1,279000,50,1,sì,2,cancello elettrico | fibra ottica | porta di sicurezza | guardaroba | terrazza |giardino privato |infissi esterni in doppio vetro / pvc | doppia esposizione,2,1 in garage/box,disponibile,NA,2024,nuovo / in costruzione,barona,piano terra,centralizzato,a
2,1,890000,255,3+,no,5+,cancello elettrico | caminetto | attico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | esposizione interna | guardaroba | impianto televisivo unico | parzialmente arredato|giardino privato |infissi esterni in doppio vetro / legno,1 piano,no,disponibile,20,2001,eccellente / restaurato,dergano,piano terra,indipendente,e
2,1,475000,99,2,sì,3,cancello elettrico | attico | fibra ottica | videocitofono | porta di sicurezza | guardaroba | impianto tv con parabola satellitare |arredato| cantina |infissi esterni in doppio vetro / pvc | doppia esposizione,10,1 in parcheggio condiviso,disponibile,200,1960,eccellente / restaurato,gambara,soppalco,centralizzato,e
2,1,498000,105,1,no,3,portineria intera giornata| sistema televisivo centralizzato | cantina,5,no,disponibile,208,1930,buone condizioni /vivibile,buenos aires,soppalco,indipendente,e
2,1,1100000,112,1,sì,3,fibra ottica | videocitofono | porta di sicurezza | terrazza |portinaio tutto il giorno | cantina |infissi esterni in doppio vetro / legno | doppia esposizione,5,no,NA,415,1890,da restaurare,vincenzo monti,3,centralizzato,g
2,1,225000,43,1,sì,2,esposizione interna | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / metallo,4,no,disponibile,132,1935,buone condizioni /vivibile,pasteur,3,centralizzato,f
2,1,340000,65,1,sì,2,cancello elettrico | fibra ottica | porta di sicurezza | esposizione esterna | guardaroba | terrazza | sistema televisivo centralizzato |infissi esterni in doppio vetro / pvc,6,no,disponibile,276,1950,eccellente / restaurato,vigentino - fatima,5,centralizzato,f
2,1,459000,82,1,sì,3,fibra ottica | porta di sicurezza | guardaroba | terrazza |portinaio mezza giornata | sistema televisivo centralizzato |arredato| cantina |infissi esterni in doppio vetro / legno | doppia esposizione,4,no,disponibile,100,1920,eccellente / restaurato,porta romana - medaglie d'oro,1,indipendente,g
2,1,200000,32,1,no,1,cancello elettrico | esposizione esterna | sistema televisivo centralizzato | infissi in vetro/ legno,5,no,disponibile,58,1940,buone condizioni /vivibile,citt√† studi,5,indipendente,g
2,1,350000,40,1,sì,2,fibra ottica | porta di sicurezza | impianto televisivo unico | only cucina arredato,4,no,disponibile,60,NA,eccellente / restaurato,paolo sarpi,1,indipendente,d
2,1,580000,75,2,no,3,fibra ottica | videocitofono | esposizione interna | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | parzialmente arredato|infissi esterni in doppio vetro / pvc,5,no,disponibile,180,1960,nuovo / in costruzione,dezza,1,centralizzato,e
2,1,270000,30,1,sì,1,cancello elettrico | fibra ottica | porta di sicurezza | esposizione esterna |portinaio tutto il giorno | sistema televisivo centralizzato |arredato| giardino condiviso |infissi esterni in doppio vetro / metallo,6,no,disponibile,50,1970,eccellente / restaurato,centrale,1,centralizzato,f
2,1,670000,72,1,sì,3,fibra ottica | porta di sicurezza | terrazza |portinaio tutto il giorno | doppia esposizione,4,no,disponibile,200,1970,eccellente / restaurato,guastalla,2,centralizzato,f
2,1,395000,111,2,sì,4,cancello elettrico | fibra ottica | porta di sicurezza | terrazza |portinaio tutto il giorno | impianto televisivo unico | cantina | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,7,no,disponibile dal 18/03/2024,283,1966,buone condizioni /vivibile,bignami - ponale,6,centralizzato,f
2,1,310000,88,1,sì,3,fibra ottica | porta di sicurezza | esposizione interna | sistema televisivo centralizzato | infissi in vetro/ legno,6,no,disponibile,285,1965,buone condizioni /vivibile,bovisa,2,centralizzato,e
2,1,195000,75,1,sì,2,porta di sicurezza | guardaroba | terrazza | sistema televisivo centralizzato | cantina | infissi in vetro/ legno | doppia esposizione,9,no,disponibile,190,1963,buone condizioni /vivibile,chiesa rossa,9,centralizzato,g
2,1,195000,49,1,sì,2,videocitofono | porta di sicurezza | terrazza | impianto televisivo unico | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,3,no,disponibile,50,NA,nuovo / in costruzione,ponte nuovo,2,indipendente,e
